diameter,direction,tilt,tilt_component,steps,stepper_travel,measured_angle,a/s,c_rod,avg_offset,ideal_rnp,k,k_avg,predicted_angle,error
2,cw,30,0.866025404,29.3125,0.7445375,38.68,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,38.97869487,0.29869487
2,cw,30,0.866025404,29.3125,0.7445375,38.64,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,38.97869487,0.33869487
2,cw,30,0.866025404,29.3125,0.7445375,38.06,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,38.97869487,0.91869487
2,cw,30,0.866025404,29.3125,0.7445375,37.61,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,38.97869487,1.36869487
2,cw,30,0.866025404,29.3125,0.7445375,37.44,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,38.97869487,1.53869487
2,cw,30,0.866025404,29.3125,0.7445375,36.95,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,38.97869487,2.02869487
2,cw,30,0.866025404,29.3125,0.7445375,36.78,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,38.97869487,2.19869487
2,cw,30,0.866025404,58.6875,1.4906625,85.11,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-5.850907287
2,cw,30,0.866025404,58.6875,1.4906625,84.87,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-5.610907287
2,cw,30,0.866025404,58.6875,1.4906625,84.08,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-4.820907287
2,cw,30,0.866025404,58.6875,1.4906625,84.02,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-4.760907287
2,cw,30,0.866025404,58.6875,1.4906625,83.76,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-4.500907287
2,cw,30,0.866025404,58.6875,1.4906625,83.65,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-4.390907287
2,cw,30,0.866025404,58.6875,1.4906625,82.9,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-3.640907287
2,cw,30,0.866025404,58.6875,1.4906625,82.85,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-3.590907287
2,cw,30,0.866025404,58.6875,1.4906625,82.72,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-3.460907287
2,cw,30,0.866025404,58.6875,1.4906625,82.27,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-3.010907287
2,cw,30,0.866025404,58.6875,1.4906625,81.56,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-2.300907287
2,cw,30,0.866025404,58.6875,1.4906625,81.52,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-2.260907287
2,cw,30,0.866025404,58.6875,1.4906625,81.05,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-1.790907287
2,cw,30,0.866025404,58.6875,1.4906625,80.35,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,79.25909271,-1.090907287
2,cw,30,0.866025404,88,2.2352,126.6,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,119.4537876,-7.146212417
2,cw,30,0.866025404,88,2.2352,125.1,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,119.4537876,-5.646212417
2,cw,30,0.866025404,88,2.2352,124.23,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,119.4537876,-4.776212417
2,cw,30,0.866025404,88,2.2352,124.05,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,119.4537876,-4.596212417
2,cw,30,0.866025404,88,2.2352,123.94,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,119.4537876,-4.486212417
2,cw,30,0.866025404,88,2.2352,122.94,1.506,-2.118,-1.216,2.52067571,0.597458846,0.544,119.4537876,-3.486212417
3,ccw,0,1,9.9375,0.2524125,10.68,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.27389466,-1.40610534
3,ccw,0,1,9.9375,0.2524125,7.79,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.27389466,1.48389466
3,ccw,0,1,9.9375,0.2524125,7.77,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.27389466,1.50389466
3,ccw,0,1,9.9375,0.2524125,7.69,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.27389466,1.58389466
3,ccw,0,1,9.9375,0.2524125,7.64,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.27389466,1.63389466
3,ccw,0,1,44.75,1.13665,45.33,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,46.02151306,0.691513059
3,ccw,0,1,44.75,1.13665,45.18,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,46.02151306,0.841513059
3,ccw,0,1,44.75,1.13665,44.62,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,46.02151306,1.401513059
3,ccw,0,1,44.75,1.13665,44.2,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,46.02151306,1.821513059
3,ccw,0,1,44.75,1.13665,43.63,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,46.02151306,2.391513059
3,ccw,0,1,89.5,2.2733,90.71,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,93.25902612,2.549026118
3,ccw,0,1,89.5,2.2733,90.35,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,93.25902612,2.909026118
3,ccw,0,1,89.5,2.2733,88.68,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,93.25902612,4.579026118
3,ccw,0,1,89.5,2.2733,87.31,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,93.25902612,5.949026118
3,ccw,0,1,134.25,3.40995,137.92,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,140.4965392,2.576539177
3,ccw,0,1,134.25,3.40995,134.96,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,140.4965392,5.536539177
3,ccw,0,1,134.25,3.40995,134.92,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,140.4965392,5.576539177
3,ccw,0,1,134.25,3.40995,134.85,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,140.4965392,5.646539177
3,ccw,0,1,134.25,3.40995,134.84,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,140.4965392,5.656539177
3,ccw,0,1,134.25,3.40995,134.8,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,140.4965392,5.696539177
3,cw,0,1,9.875,0.250825,10.59,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.207920479,-1.382079521
3,cw,0,1,9.875,0.250825,8.75,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.207920479,0.457920479
3,cw,0,1,9.875,0.250825,8.1,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.207920479,1.107920479
3,cw,0,1,9.875,0.250825,7.7,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.207920479,1.507920479
3,cw,0,1,9.875,0.250825,7.65,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,9.207920479,1.557920479
3,cw,0,1,44.5,1.1303,45.09,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,45.75761634,0.667616338
3,cw,0,1,44.5,1.1303,44.63,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,45.75761634,1.127616338
3,cw,0,1,44.5,1.1303,44.35,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,45.75761634,1.407616338
3,cw,0,1,44.5,1.1303,44.1,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,45.75761634,1.657616338
3,cw,0,1,44.5,1.1303,43.01,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,45.75761634,2.747616338
3,cw,0,1,88.9375,2.2590125,90.68,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,92.6652585,1.985258496
3,cw,0,1,88.9375,2.2590125,89.73,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,92.6652585,2.935258496
3,cw,0,1,88.9375,2.2590125,88.58,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,92.6652585,4.085258496
3,cw,0,1,88.9375,2.2590125,88.31,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,92.6652585,4.355258496
3,cw,0,1,88.9375,2.2590125,88.1,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,92.6652585,4.565258496
3,cw,0,1,88.9375,2.2590125,87.56,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,92.6652585,5.105258496
3,cw,0,1,133.4375,3.3893125,136.03,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,139.6388748,3.608874834
3,cw,0,1,133.4375,3.3893125,135.03,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,139.6388748,4.608874834
3,cw,0,1,133.4375,3.3893125,134.13,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,139.6388748,5.508874834
3,cw,0,1,133.4375,3.3893125,133.69,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,139.6388748,5.948874834
3,cw,0,1,133.4375,3.3893125,132.66,0.994,-1.05,-1.216,1.940417066,0.512261007,0.544,139.6388748,6.978874834
3,ccw,10,0.984807753,9.9375,0.2524125,10.63,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.114529589,-1.515470411
3,ccw,10,0.984807753,9.9375,0.2524125,7.65,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.114529589,1.464529589
3,ccw,10,0.984807753,9.9375,0.2524125,7.65,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.114529589,1.464529589
3,ccw,10,0.984807753,9.9375,0.2524125,7.62,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.114529589,1.494529589
3,ccw,10,0.984807753,9.9375,0.2524125,7.62,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.114529589,1.494529589
3,ccw,10,0.984807753,44.75,1.13665,45.25,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.30386909,0.053869094
3,ccw,10,0.984807753,44.75,1.13665,44.62,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.30386909,0.683869094
3,ccw,10,0.984807753,44.75,1.13665,44.46,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.30386909,0.843869094
3,ccw,10,0.984807753,44.75,1.13665,43.96,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.30386909,1.343869094
3,ccw,10,0.984807753,44.75,1.13665,43.9,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.30386909,1.403869094
3,ccw,10,0.984807753,89.5,2.2733,91.87,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.82373819,-0.046261813
3,ccw,10,0.984807753,89.5,2.2733,89.37,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.82373819,2.453738187
3,ccw,10,0.984807753,89.5,2.2733,88.77,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.82373819,3.053738187
3,ccw,10,0.984807753,89.5,2.2733,88.23,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.82373819,3.593738187
3,ccw,10,0.984807753,89.5,2.2733,87.6,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.82373819,4.223738187
3,ccw,10,0.984807753,134.25,3.40995,136.69,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,138.3436073,1.653607281
3,ccw,10,0.984807753,134.25,3.40995,135.67,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,138.3436073,2.673607281
3,ccw,10,0.984807753,134.25,3.40995,135.32,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,138.3436073,3.023607281
3,ccw,10,0.984807753,134.25,3.40995,133.11,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,138.3436073,5.233607281
3,ccw,10,0.984807753,134.25,3.40995,132.15,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,138.3436073,6.193607281
3,cw,10,0.984807753,9.875,0.250825,10.61,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.049557705,-1.560442295
3,cw,10,0.984807753,9.875,0.250825,8.04,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.049557705,1.009557705
3,cw,10,0.984807753,9.875,0.250825,7.81,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.049557705,1.239557705
3,cw,10,0.984807753,9.875,0.250825,7.78,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.049557705,1.269557705
3,cw,10,0.984807753,9.875,0.250825,7.56,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,9.049557705,1.489557705
3,cw,10,0.984807753,44.5,1.1303,45.67,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.04398156,-0.626018443
3,cw,10,0.984807753,44.5,1.1303,44.58,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.04398156,0.463981557
3,cw,10,0.984807753,44.5,1.1303,43.98,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.04398156,1.063981557
3,cw,10,0.984807753,44.5,1.1303,43.98,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.04398156,1.063981557
3,cw,10,0.984807753,44.5,1.1303,43.48,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,45.04398156,1.563981557
3,cw,10,0.984807753,88.9375,2.2590125,90.65,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.23899123,0.588991229
3,cw,10,0.984807753,88.9375,2.2590125,90.36,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.23899123,0.878991229
3,cw,10,0.984807753,88.9375,2.2590125,89.71,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.23899123,1.528991229
3,cw,10,0.984807753,88.9375,2.2590125,87.52,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.23899123,3.718991229
3,cw,10,0.984807753,88.9375,2.2590125,87.22,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,91.23899123,4.018991229
3,cw,10,0.984807753,133.4375,3.3893125,134.78,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,137.4989728,2.718972786
3,cw,10,0.984807753,133.4375,3.3893125,133.99,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,137.4989728,3.508972786
3,cw,10,0.984807753,133.4375,3.3893125,133.71,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,137.4989728,3.788972786
3,cw,10,0.984807753,133.4375,3.3893125,132.44,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,137.4989728,5.058972786
3,cw,10,0.984807753,133.4375,3.3893125,132.23,0.994,-1.05,-1.216,1.910937771,0.520163459,0.544,137.4989728,5.268972786
3,ccw,20,0.939692621,9.9375,0.2524125,10.63,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.641276605,-1.988723395
3,ccw,20,0.939692621,9.9375,0.2524125,7.62,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.641276605,1.021276605
3,ccw,20,0.939692621,9.9375,0.2524125,7.59,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.641276605,1.051276605
3,ccw,20,0.939692621,9.9375,0.2524125,7.57,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.641276605,1.071276605
3,ccw,20,0.939692621,9.9375,0.2524125,7.57,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.641276605,1.071276605
3,ccw,20,0.939692621,9.9375,0.2524125,7.53,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.641276605,1.111276605
3,ccw,20,0.939692621,44.75,1.13665,44.4,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,43.17274245,-1.227257554
3,ccw,20,0.939692621,44.75,1.13665,44.31,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,43.17274245,-1.137257554
3,ccw,20,0.939692621,44.75,1.13665,43.75,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,43.17274245,-0.577257554
3,ccw,20,0.939692621,44.75,1.13665,43.41,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,43.17274245,-0.237257554
3,ccw,20,0.939692621,44.75,1.13665,43.33,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,43.17274245,-0.157257554
3,ccw,20,0.939692621,44.75,1.13665,42.75,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,43.17274245,0.422742446
3,ccw,20,0.939692621,44.75,1.13665,42.54,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,43.17274245,0.632742446
3,ccw,20,0.939692621,44.75,1.13665,42.41,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,43.17274245,0.762742446
3,ccw,20,0.939692621,89.5,2.2733,90.23,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,87.56148489,-2.668515108
3,ccw,20,0.939692621,89.5,2.2733,88.95,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,87.56148489,-1.388515108
3,ccw,20,0.939692621,89.5,2.2733,87.15,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,87.56148489,0.411484892
3,ccw,20,0.939692621,89.5,2.2733,85.88,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,87.56148489,1.681484892
3,ccw,20,0.939692621,134.25,3.40995,135.85,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,131.9502273,-3.899772663
3,ccw,20,0.939692621,134.25,3.40995,134.86,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,131.9502273,-2.909772663
3,ccw,20,0.939692621,134.25,3.40995,130.89,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,131.9502273,1.060227337
3,ccw,20,0.939692621,134.25,3.40995,130.53,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,131.9502273,1.420227337
3,cw,20,0.939692621,9.875,0.250825,10.45,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.579281154,-1.870718846
3,cw,20,0.939692621,9.875,0.250825,7.9,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.579281154,0.679281154
3,cw,20,0.939692621,9.875,0.250825,7.67,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.579281154,0.909281154
3,cw,20,0.939692621,9.875,0.250825,7.58,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.579281154,0.999281154
3,cw,20,0.939692621,9.875,0.250825,7.56,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.579281154,1.019281154
3,cw,20,0.939692621,9.875,0.250825,6.72,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,8.579281154,1.859281154
3,cw,20,0.939692621,44.5,1.1303,44.82,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,42.92476064,-1.895239356
3,cw,20,0.939692621,44.5,1.1303,44.12,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,42.92476064,-1.195239356
3,cw,20,0.939692621,44.5,1.1303,43.93,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,42.92476064,-1.005239356
3,cw,20,0.939692621,44.5,1.1303,43.87,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,42.92476064,-0.945239356
3,cw,20,0.939692621,44.5,1.1303,43.7,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,42.92476064,-0.775239356
3,cw,20,0.939692621,44.5,1.1303,43.2,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,42.92476064,-0.275239356
3,cw,20,0.939692621,44.5,1.1303,42.7,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,42.92476064,0.224760644
3,cw,20,0.939692621,44.5,1.1303,42.31,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,42.92476064,0.614760644
3,cw,20,0.939692621,88.9375,2.2590125,91.37,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,87.00352584,-4.366474161
3,cw,20,0.939692621,88.9375,2.2590125,88.35,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,87.00352584,-1.346474161
3,cw,20,0.939692621,88.9375,2.2590125,87.31,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,87.00352584,-0.306474161
3,cw,20,0.939692621,88.9375,2.2590125,86.65,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,87.00352584,0.353525839
3,cw,20,0.939692621,133.4375,3.3893125,133.17,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,131.1442865,-2.025713517
3,cw,20,0.939692621,133.4375,3.3893125,130.65,0.994,-1.05,-1.216,1.823395598,0.545136777,0.544,131.1442865,0.494286483
3,ccw,30,0.866025404,9.9375,0.2524125,10.13,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,7.868515258,-2.261484742
3,ccw,30,0.866025404,44.75,1.13665,48.88,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,39.69288632,-9.187113679
3,ccw,30,0.866025404,44.75,1.13665,41.26,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,39.69288632,-1.567113679
3,ccw,30,0.866025404,44.75,1.13665,40.53,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,39.69288632,-0.837113679
3,ccw,30,0.866025404,89.5,2.2733,97.44,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,80.60177264,-16.83822736
3,ccw,30,0.866025404,89.5,2.2733,85.19,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,80.60177264,-4.588227359
3,ccw,30,0.866025404,89.5,2.2733,81.87,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,80.60177264,-1.268227359
3,ccw,30,0.866025404,134.25,3.40995,127.1,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,121.510659,-5.589341038
3,ccw,30,0.866025404,134.25,3.40995,126.82,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,121.510659,-5.309341038
3,ccw,30,0.866025404,134.25,3.40995,125.54,0.994,-1.05,-1.216,1.680450473,0.59150806,0.544,121.510659,-4.029341038
